crop,vegetation_stress_score,water_stress_score,soil_stress_score,final_stress_percent,stress_category,yellow_rust,fusarium_head_blight,brown_rust,powdery_mildew,leaf_blight,root_rot,smut,dominant_Disease,growth_stage,das_min,das_max,gdd_min,gdd_max, 
wheat,0.8,0.8,0.8,71.0,High Stress,0.271,0.474,0.203,0.068,0.136,0.136,0.339,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.5,56.0,Moderate Stress,0.256,0.448,0.192,0.064,0.128,0.128,0.32,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.5,47.0,Moderate Stress,0.0,0.222,0.0,0.062,0.185,0.309,0.185,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.8,0.5,53.0,Moderate Stress,0.253,0.443,0.19,0.063,0.127,0.127,0.316,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.5,0.8,62.0,High Stress,0.32,0.78,0.41,0.18,0.24,0.08,0.09,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.2,0.8,62.0,High Stress,0.35,0.82,0.44,0.16,0.22,0.07,0.08,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.8,0.2,59.0,Moderate Stress,0.28,0.52,0.22,0.07,0.14,0.12,0.34,smut,Emergence,6,10,120,180,
wheat,0.2,0.8,0.8,50.0,Moderate Stress,0.26,0.61,0.31,0.11,0.21,0.15,0.18,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.8,0.8,59.0,Moderate Stress,0.3,0.69,0.36,0.12,0.23,0.14,0.16,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.2,0.5,36.5,Moderate Stress,0.14,0.18,0.16,0.62,0.68,0.12,0.08,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.5,0.8,56.0,Moderate Stress,0.33,0.58,0.38,0.15,0.27,0.11,0.12,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.2,0.2,30.5,Moderate Stress,0.1,0.14,0.12,0.55,0.63,0.18,0.12,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.2,0.8,41.0,Moderate Stress,0.18,0.22,0.21,0.58,0.64,0.17,0.09,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.2,29.0,Low Stress,0.09,0.12,0.11,0.52,0.59,0.22,0.18,root_rot,Germination,1,5,50,110,
wheat,0.8,0.8,0.5,65.0,High Stress,0.34,0.83,0.42,0.17,0.23,0.07,0.08,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.8,0.5,63.5,High Stress,0.31,0.76,0.39,0.16,0.24,0.09,0.1,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.2,0.8,0.2,42.5,Moderate Stress,0.18,0.26,0.21,0.61,0.67,0.14,0.09,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.22,0.33,0.26,0.57,0.63,0.13,0.08,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.5,44.0,Moderate Stress,0.2,0.29,0.24,0.6,0.66,0.15,0.1,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.2,0.8,57.5,Moderate Stress,0.29,0.71,0.37,0.14,0.22,0.11,0.1,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.5,0.5,54.5,Moderate Stress,0.27,0.65,0.34,0.13,0.21,0.12,0.11,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.2,0.8,36.5,Moderate Stress,0.16,0.21,0.19,0.59,0.64,0.17,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.8,0.5,74.0,High Stress,0.36,0.88,0.45,0.15,0.22,0.06,0.07,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.2,0.2,50.0,Moderate Stress,0.24,0.52,0.31,0.14,0.23,0.12,0.1,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.2,0.5,35.0,Moderate Stress,0.17,0.22,0.19,0.58,0.63,0.18,0.12,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.5,0.2,50.0,Moderate Stress,0.26,0.56,0.33,0.14,0.22,0.12,0.1,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.2,0.2,39.5,Moderate Stress,0.21,0.31,0.25,0.55,0.61,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.8,0.8,75.5,High Stress,0.38,0.9,0.46,0.14,0.21,0.05,0.06,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.2,0.5,51.5,Moderate Stress,0.27,0.61,0.35,0.13,0.21,0.12,0.11,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.2,0.5,30.5,Moderate Stress,0.15,0.2,0.18,0.57,0.62,0.2,0.14,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.22,0.34,0.27,0.56,0.61,0.15,0.1,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.8,0.2,59.0,Moderate Stress,0.29,0.53,0.22,0.08,0.15,0.12,0.33,smut,Emergence,6,10,120,180,
wheat,0.5,0.8,0.5,59.0,Moderate Stress,0.3,0.67,0.36,0.14,0.23,0.11,0.1,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.5,0.8,71.0,High Stress,0.35,0.85,0.43,0.16,0.22,0.06,0.07,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.2,0.8,0.2,38.0,Moderate Stress,0.08,0.05,0.07,0.12,0.1,0.65,0.55,root_rot,Germination,1,5,50,110,
wheat,0.8,0.2,0.2,45.5,Moderate Stress,0.12,0.1,0.11,0.25,0.22,0.58,0.48,root_rot,Emergence,6,10,120,180,
wheat,0.5,0.8,0.2,48.5,Moderate Stress,0.2,0.18,0.22,0.62,0.68,0.18,0.12,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.8,0.8,50.0,Moderate Stress,0.22,0.25,0.24,0.58,0.64,0.2,0.15,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.5,0.2,54.5,Moderate Stress,0.45,0.28,0.42,0.32,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.8,0.5,0.5,65.0,High Stress,0.4,0.55,0.38,0.25,0.28,0.1,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.8,0.8,0.5,69.5,High Stress,0.32,0.68,0.36,0.18,0.24,0.08,0.07,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.8,0.5,53.0,Moderate Stress,0.35,0.85,0.4,0.16,0.22,0.06,0.07,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.8,0.5,54.5,Moderate Stress,0.55,0.45,0.52,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.5,0.8,0.2,48.5,Moderate Stress,0.25,0.2,0.28,0.15,0.22,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.5,0.8,60.5,High Stress,0.06,0.05,0.07,0.12,0.1,0.72,0.6,root_rot,Germination,1,5,50,110,
wheat,0.8,0.8,0.5,74.0,High Stress,0.1,0.08,0.12,0.28,0.25,0.65,0.55,root_rot,Emergence,6,10,120,180,
wheat,0.5,0.2,0.5,41.0,Moderate Stress,0.18,0.12,0.2,0.65,0.7,0.15,0.1,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.5,0.8,56.0,Moderate Stress,0.42,0.2,0.4,0.35,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.2,0.2,29.0,Low Stress,0.38,0.48,0.36,0.22,0.24,0.1,0.08,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.8,0.8,0.2,63.5,High Stress,0.32,0.68,0.36,0.18,0.22,0.08,0.07,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.8,62.0,High Stress,0.3,0.88,0.35,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.8,0.8,60.5,High Stress,0.58,0.42,0.55,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.5,0.5,0.2,48.5,Moderate Stress,0.28,0.2,0.32,0.18,0.22,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.2,0.2,0.2,20.0,Low Stress,0.2,0.15,0.22,0.12,0.18,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.2,0.8,0.8,54.5,Moderate Stress,0.07,0.05,0.08,0.14,0.12,0.7,0.6,root_rot,Germination,1,5,50,110,
wheat,0.2,0.5,0.2,38.0,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.5,0.5,35.0,Moderate Stress,0.18,0.12,0.2,0.64,0.69,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.5,0.2,48.5,Moderate Stress,0.43,0.22,0.4,0.33,0.29,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.5,0.8,0.5,59.0,Moderate Stress,0.38,0.5,0.36,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.2,0.2,29.0,Low Stress,0.3,0.66,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.5,0.8,62.0,High Stress,0.32,0.88,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.2,0.8,53.0,Moderate Stress,0.56,0.44,0.52,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.2,0.2,0.8,36.5,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.8,0.2,0.5,47.0,Moderate Stress,0.22,0.18,0.25,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.8,0.2,0.8,57.5,Moderate Stress,0.06,0.05,0.07,0.12,0.1,0.72,0.62,root_rot,Germination,1,5,50,110,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.11,0.09,0.12,0.25,0.23,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.2,0.8,32.0,Moderate Stress,0.17,0.12,0.19,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.2,0.8,51.5,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.8,0.2,47.0,Moderate Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.2,0.5,26.0,Low Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.32,0.88,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.5,0.8,71.0,High Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.8,0.2,0.8,53.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.2,0.8,0.2,38.0,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.8,0.5,54.5,Moderate Stress,0.06,0.05,0.07,0.12,0.1,0.7,0.6,root_rot,Germination,1,5,50,110,
wheat,0.5,0.8,0.2,53.0,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.62,0.52,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.5,0.8,45.5,Moderate Stress,0.18,0.12,0.2,0.64,0.69,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.8,45.5,Moderate Stress,0.2,0.14,0.22,0.62,0.68,0.15,0.1,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.8,41.0,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.8,0.8,0.2,59.0,Moderate Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.8,0.8,0.2,63.5,High Stress,0.32,0.66,0.36,0.18,0.22,0.08,0.07,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.5,0.8,62.0,High Stress,0.3,0.88,0.35,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.5,0.2,48.5,Moderate Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.2,0.5,0.2,38.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.5,0.2,39.5,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.68,0.58,root_rot,Germination,1,5,50,110,
wheat,0.5,0.2,0.8,42.5,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.5,0.8,41.0,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.2,0.2,45.5,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.8,0.2,0.8,57.5,Moderate Stress,0.36,0.5,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.5,0.5,39.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.2,0.8,36.5,Moderate Stress,0.32,0.86,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.2,0.2,0.2,20.0,Low Stress,0.56,0.44,0.52,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.2,0.5,0.5,44.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.2,0.5,0.5,39.5,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.8,0.2,0.5,47.0,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.69,0.58,root_rot,Germination,1,5,50,110,
wheat,0.2,0.5,0.8,41.0,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.61,0.51,root_rot,Emergence,6,10,120,180,
wheat,0.2,0.2,0.2,24.5,Low Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.8,0.5,44.0,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.8,0.2,0.8,53.0,Moderate Stress,0.36,0.5,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.5,0.8,0.2,48.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.8,0.2,38.0,Moderate Stress,0.32,0.86,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.8,0.8,65.0,High Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.5,0.8,0.8,65.0,High Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.2,0.5,0.5,44.0,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.8,0.8,0.2,59.0,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.7,0.6,root_rot,Germination,1,5,50,110,
wheat,0.8,0.8,0.5,69.5,High Stress,0.12,0.1,0.11,0.26,0.24,0.62,0.52,root_rot,Emergence,6,10,120,180,
wheat,0.5,0.5,0.8,60.5,High Stress,0.18,0.12,0.2,0.64,0.69,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.2,38.0,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.2,0.2,24.5,Low Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.2,0.5,30.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.8,0.8,69.5,High Stress,0.32,0.88,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.8,0.8,75.5,High Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.2,0.8,0.8,59.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.5,0.8,0.8,60.5,High Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.2,0.5,36.5,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.68,0.58,root_rot,Germination,1,5,50,110,
wheat,0.2,0.5,0.5,39.5,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.8,0.2,0.5,47.0,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.8,0.5,0.8,71.0,High Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.2,0.8,32.0,Moderate Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.5,0.5,0.5,54.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.2,0.5,0.5,44.0,Moderate Stress,0.32,0.86,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.8,0.8,0.5,74.0,High Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.5,0.5,0.8,60.5,High Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.2,0.5,0.8,41.0,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.2,0.2,0.2,20.0,Low Stress,0.07,0.05,0.08,0.13,0.11,0.67,0.57,root_rot,Germination,1,5,50,110,
wheat,0.2,0.2,0.5,35.0,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.8,0.2,0.8,57.5,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.5,0.8,60.5,High Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.2,0.2,24.5,Low Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.8,0.5,0.8,66.5,High Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.8,62.0,High Stress,0.32,0.88,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.2,0.8,0.5,48.5,Moderate Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.8,0.5,0.5,56.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.5,0.2,0.5,45.5,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.8,0.2,0.2,45.5,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.68,0.58,root_rot,Germination,1,5,50,110,
wheat,0.8,0.2,0.2,50.0,Moderate Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.5,0.2,0.5,45.5,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.5,39.5,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.5,0.2,0.5,36.5,Moderate Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.8,0.8,54.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.8,0.2,0.2,45.5,Moderate Stress,0.32,0.86,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.8,0.8,60.5,High Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.2,0.8,0.2,38.0,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.5,0.2,39.5,Moderate Stress,0.07,0.05,0.08,0.13,0.11,0.68,0.58,root_rot,Germination,1,5,50,110,
wheat,0.8,0.5,0.8,62.0,High Stress,0.12,0.1,0.11,0.26,0.24,0.6,0.5,root_rot,Emergence,6,10,120,180,
wheat,0.8,0.8,0.2,59.0,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.5,0.2,0.8,51.5,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.8,0.8,0.8,75.5,High Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.2,0.2,0.5,35.0,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
wheat,0.5,0.2,0.2,30.5,Moderate Stress,0.32,0.86,0.36,0.16,0.2,0.06,0.05,fusarium_head_blight,Flowering,75,85,1300,1500,
wheat,0.5,0.5,0.5,45.5,Moderate Stress,0.58,0.42,0.54,0.22,0.3,0.08,0.06,yellow_rust,Grain Filling,86,105,1500,2000,
wheat,0.5,0.5,0.2,48.5,Moderate Stress,0.28,0.22,0.3,0.18,0.24,0.06,0.05,leaf_blight,Ripening,106,120,2000,2400,
wheat,0.8,0.2,0.2,41.0,Moderate Stress,0.22,0.18,0.26,0.14,0.2,0.05,0.04,leaf_blight,Maturity,121,135,2400,2600,
wheat,0.5,0.8,0.8,69.5,High Stress,0.07,0.05,0.08,0.13,0.11,0.7,0.6,root_rot,Germination,1,5,50,110,
wheat,0.5,0.8,0.8,60.5,High Stress,0.12,0.1,0.11,0.26,0.24,0.62,0.52,root_rot,Emergence,6,10,120,180,
wheat,0.5,0.5,0.5,54.5,Moderate Stress,0.18,0.12,0.2,0.63,0.68,0.16,0.11,leaf_blight,Tillering,11,30,200,600,
wheat,0.2,0.5,0.5,35.0,Moderate Stress,0.44,0.22,0.4,0.34,0.3,0.12,0.1,yellow_rust,Stem Elongation & Jointing,31,55,600,900,
wheat,0.2,0.2,0.8,36.5,Moderate Stress,0.36,0.48,0.34,0.24,0.26,0.11,0.09,fusarium_head_blight,Booting,56,65,900,1100,
wheat,0.5,0.2,0.5,45.5,Moderate Stress,0.3,0.64,0.34,0.18,0.22,0.09,0.08,fusarium_head_blight,Heading,66,75,1100,1300,
